name,region,type,en_name,kr_name,x,y,z
Node_Crim_RestArea_0077,Crimson,rest_area,Rest Area 0077,,-4608.00,650.00,3011.00
Node_Crim_RestArea_0078,Crimson,rest_area,Rest Area 0078,,-5476.00,705.00,977.00
Node_Crim_RestArea_0079,Crimson,rest_area,Rest Area 0079,,-5414.00,675.00,347.00
Node_Crim_RestArea_0081,Crimson,rest_area,Rest Area 0081,,-6019.00,519.00,-1477.00
Node_Crim_RestArea_0082,Crimson,rest_area,Rest Area 0082,,-6708.00,659.00,-664.00
Node_Crim_RestArea_0083,Crimson,rest_area,Rest Area 0083,,-6308.00,699.00,671.00
Node_Crim_RestArea_0084,Crimson,rest_area,Rest Area 0084,,-7901.00,690.00,-282.00
Node_Crim_RestArea_0085,Crimson,rest_area,Rest Area 0085,,-8419.00,687.00,-368.00
Node_Dem_RestArea_0086,Demeniss,rest_area,Rest Area 0086,,-8744.00,650.00,-1361.00
Node_Dem_RestArea_0087,Demeniss,rest_area,Rest Area 0087,,-8675.00,643.00,-1705.00
Node_Dem_RestArea_0088,Demeniss,rest_area,Rest Area 0088,,-7798.00,657.00,-1328.00
Node_Dem_RestArea_0089,Demeniss,rest_area,Rest Area 0089,,-7553.00,570.00,-1954.00
Node_Dem_RestArea_0090,Demeniss,rest_area,Rest Area 0090,,-7446.00,402.00,-4231.00
Node_Dem_RestArea_0091,Demeniss,rest_area,Rest Area 0091,,-8634.00,541.00,-6185.00
Node_Dem_RestArea_0092,Demeniss,rest_area,Rest Area 0092,,-9071.00,481.00,-4280.00
Node_Dem_RestArea_0093,Demeniss,rest_area,Rest Area 0093,,-7115.00,406.00,-3897.00
Node_Kwe_FrostCamp,Kweiden,camp,Frost Camp,서리야영지,-10747.00,912.00,-460.00
Node_Kwe_FrostHaven,Kweiden,poi,Frost Haven,,-10519.00,955.00,-257.00
Node_Kwe_FrostStay,Kweiden,poi,Frost Stay,,-10740.00,833.00,-815.00
Node_Kwe_SnowleafHaven,Kweiden,poi,Snowleaf Haven,,-10843.00,752.00,-1082.00
Node_Kwe_HollowGrounds,Kweiden,landmark,Hollow Grounds,,-9640.00,654.00,1028.00
Node_Crim_OreVein_0001,Crimson,ore_vein,Ore Vein 0001,,-5329.00,483.00,-2337.00
Node_Crim_OreVein_0002,Crimson,ore_vein,Ore Vein 0002,,-6718.00,819.00,-126.00
Node_Crim_OreVein_0003,Crimson,ore_vein,Ore Vein 0003,,-4188.00,614.00,-1007.00
Node_Crim_OreVein_0004,Crimson,ore_vein,Ore Vein 0004,,-5000.00,653.00,1559.00
Node_Kwe_BranchshadowHideout,Kweiden,ranch,Branchshadow Hideout,,-9687.00,672.00,1116.00
Node_Kwe_WhiteGreattreeHaven,Kweiden,poi,White Greattree Haven,,-11165.00,677.00,945.00
Node_Kwe_ThickRootHideout,Kweiden,monster_lair,Thick Root Hideout,굵은뿌리 은신처,-9407.00,649.00,-404.00
Node_Kwe_WideRootHideout,Kweiden,monster_lair,Wide Root Hideout,넓은뿌리 은신처,-10415.00,675.00,-1165.00
Node_Kwe_TangledRootHideout,Kweiden,monster_lair,Tangled Root Hideout,뒤엉킨뿌리 은신처,-9937.00,693.00,748.00
Node_Her_SanctumOfPenitence,Hernand,poi,Sanctum of Penitence,회개의 성소,-9397.00,598.00,-5000.00
Node_Her_SanctumOfTemperance,Hernand,poi,Sanctum of Temperance,금욕의 성소,-9971.00,596.00,-4877.00
Node_Her_SanctumOfAtonement,Hernand,poi,Sanctum of Atonement,참회의 성소,-11466.00,811.00,-3219.00
Node_Her_SanctumOfDeliverance,Hernand,poi,Sanctum of Deliverance,구원의 성소,-10667.00,744.00,-2554.00
Node_Her_SanctumOfBenediction,Hernand,poi,Sanctum of Benediction,축복의 성소,-12424.00,1054.00,-3554.00
Node_Her_SanctumOfExpiation,Hernand,poi,Sanctum of Expiation,속죄의 성소,-9198.00,764.00,-1662.00
Node_Del_SanctumOfMortification,Delesyia,poi,Sanctum of Mortification,고행의 성소,-7617.00,602.00,-2066.00
Node_Dem_SanctumOfRenunciation,Demeniss,poi,Sanctum of Renunciation,약조의 성소,-5146.00,521.00,-2305.00
Node_Del_Temple_0014,Delesyia,shrine,Temple 0014,,-3193.00,469.00,-5609.00
Node_Del_Temple_0015,Delesyia,shrine,Temple 0015,,-3429.00,400.00,-4493.00
Node_Del_SanctumOfVeneration,Delesyia,poi,Sanctum of Veneration,추앙의 성소,-4045.00,545.00,-5101.00
Node_Del_SanctumOfDevotion,Delesyia,poi,Sanctum of Devotion,헌신의 성소,-6478.00,566.00,-5130.00
Node_Kwe_SanctumOfExaltation,Kweiden,poi,Sanctum of Exaltation,찬가의 성소,-10333.00,794.00,583.00
Node_Her_SanctumOfSolace,Hernand,poi,Sanctum of Solace,위안의 성소,-10490.00,847.00,-639.00
Node_Her_SanctumOfAbsolution,Hernand,poi,Sanctum of Absolution,면죄의 성소,-11795.00,1009.00,-5900.00
Node_Dem_SanctumOfRevelation,Demeniss,poi,Sanctum of Revelation,계시의 성소,-7170.00,417.00,-4255.00
Node_Her_SpireOfTheStars,Hernand,poi,Spire of the Stars,별의 탑,-12043.00,1004.00,-4699.00
Node_Her_MindAltar,Hernand,shrine,Mind Altar,,-12098.28,1860.04,-4782.17
Node_Her_SecretGarden,Hernand,monster_lair,Secret Garden,비밀 정원,-12430.00,1794.00,-5235.00
Node_Her_VengeanceDoor,Hernand,poi,Vengeance Door,,-11156.41,1874.59,-6122.83
Node_Her_LonelyAltar,Hernand,shrine,Lonely Altar,,-11156.21,1832.42,-4134.20
Node_Dem_WisdomTower,Demeniss,tower,Wisdom Tower,,-9561.00,638.00,-5881.00
Node_Dem_MysterySquare,Demeniss,poi,Mystery Square,,-6341.00,1982.00,-3044.00
Node_Dem_SkyFragment,Demeniss,poi,Sky Fragment,,-5772.00,1792.00,-2697.00
Node_Crim_LifeCircles,Crimson,landmark,Life Circles,,-10511.42,1876.21,738.82
Node_Dem_JiJeongTower,Demeniss,tower,Ji Jeong Tower,,-7638.00,608.00,-4847.00
Node_Dem_JumpTower,Demeniss,tower,Jump Tower,,-8330.00,621.00,-1978.00
Node_Crim_CrescentSkyway,Crimson,landmark,Crescent Skyway,,-8479.28,1885.69,-2117.10
Node_Dem_BigRockCrown,Demeniss,landmark,Big Rock Crown,,-9017.00,1844.00,-1600.00
Node_Crim_SunTower,Crimson,tower,Sun Tower,,-7384.00,694.00,-571.00
Node_Crim_TombOfPeace,Crimson,tomb,Tomb Of Peace,,-8487.00,1792.00,-380.00
Node_DesertFragment,Unknown,poi,Node Desert Fragment,,-7912.40,1857.79,291.22
Node_Crim_TruthThrone,Crimson,landmark,Truth Throne,,-7060.00,1819.00,-1055.00
Node_Crim_DimensionMaze,Crimson,dungeon,Dimension Maze,,-7432.00,1998.00,-805.00
Node_Her_TruthRoot,Hernand,poi,Truth Root,,-10130.00,1857.00,-5946.00
Node_Dem_ChaosForest,Demeniss,forest,Chaos Forest,혼돈의 숲,-9780.76,1795.35,-6470.96
Node_Dem_SnakePath,Demeniss,poi,Snake Path,,-7893.00,1812.00,-5685.00
Node_Dem_GuruHaven,Demeniss,poi,Guru Haven,,-7957.00,1855.00,-5222.00
Node_Del_ClockTower,Delesyia,tower,Clock Tower,,-6374.00,554.00,-2477.00
Node_Del_BraveNest,Delesyia,monster_lair,Brave Nest,,-7826.70,1976.03,-500.51
Node_Del_FallenGateway,Delesyia,gate,Fallen Gateway,,-8160.57,1990.41,-1181.59
Node_Del_ThinkCore,Delesyia,poi,Think Core,,-6973.00,2902.00,-2934.00
Node_Kwe_SpireOfRingingTruth,Kweiden,poi,Spire of Ringing Truth,울림의 탑,-11858.00,900.00,-762.00
Node_Kwe_SkyRest,Kweiden,poi,Sky Rest,,-11879.00,1983.00,-775.00
Node_Kwe_SkyloopBridge,Kweiden,bridge,Skyloop Bridge,하늘고리 다리,-10874.71,1875.22,-1312.83
Node_Kwe_DarkTemple,Kweiden,shrine,Dark Temple,,-11133.00,1799.00,308.00
Node_Kwe_DreamTree,Kweiden,poi,Dream Tree,,-9788.00,1810.00,228.00
Node_Kwe_TestWay,Kweiden,poi,Test Way,,-11640.00,1994.00,949.00
Node_Dem_FrozenTower,Demeniss,tower,Frozen Tower,,-8487.00,623.00,-979.00
Node_Abyssone_0002,Abyss,abyss_node,0002,,-10583.00,1802.00,-3781.00
Node_Abyssone_0009,Abyss,abyss_node,0009,,-9391.00,2051.00,-2993.00
Node_Abyssone_0121,Abyss,abyss_node,0121,,-7018.00,1918.00,-450.00
Node_Abyssone_0001,Abyss,abyss_node,0001,,-10213.00,1825.00,-4066.00
Node_Abyssone_0013,Abyss,abyss_node,0013,,-8920.31,2202.41,-4927.26
Node_Abyssone_0144,Abyss,abyss_node,0144,,-8352.11,1821.40,-4785.19
Node_Abyssone_0036,Abyss,abyss_node,0036,,-4320.67,1931.07,-1642.71
Node_Abyssone_0055,Abyss,abyss_node,0055,,-10610.00,1933.00,-1726.00
Node_Abyssone_0089,Abyss,abyss_node,0089,,-12292.00,2070.00,-3177.00
Node_Abyssone_0113,Abyss,abyss_node,0113,,-5029.00,1867.00,-1929.00
Node_Abyssone_0158,Abyss,abyss_node,0158,,-10518.00,1841.00,-5204.00
Node_Abyssone_0200,Abyss,abyss_node,0200,,-5932.12,2005.05,468.62
Node_Abyssone_0201,Abyss,abyss_node,0201,,-8084.75,1959.39,-3587.20
Node_Abyssone_End_0001,Abyss,abyss_node,End 0001,,-7764.00,2516.00,-2326.00
Node_Del_GearworkGate,Delesyia,gate,Gearwork Gate,,-4272.00,732.00,-5196.00
Node_Abyss_SteelSail,Abyss,abyss_poi,Steel Sail,,-3506.00,1889.00,-5461.00
Node_Abyss_SkyPillars,Abyss,abyss_poi,Sky Pillars,,-4822.00,1953.00,-5233.00
Node_Abyss_StreamSky,Abyss,abyss_poi,Stream Sky,,-5719.00,1874.00,-4028.00
Node_Abyss_RecordFleet,Abyss,abyss_poi,Record Fleet,,-3699.15,2028.82,-4566.29
Node_Abyss_MechHeart,Abyss,abyss_poi,Mech Heart,,-4310.00,1797.00,-4521.00
Node_Dem_EastGreyManeTemple,Demeniss,shrine,East Grey Mane Temple,,893.58,3574.84,62579.38
